"X1";"id";"name_senator";"party_abbr";"state";"nominate";"rescaled_nominate";"ideal";"rescaled_ideal"
"1";"742";"Marcelo Castro";"MDB";"PI";0,537752985954285;5,37752985954285;0,461376264379561;1,34705282016294
"2";"5012";"Randolfe Rodrigues";"REDE";"AP";-0,978928923606873;-9,78928923606873;-1,85439887729415;-9,52022983333107
"3";"4531";"Jayme Campos";"DEM";"MT";0,611374735832214;6,11374735832214;0,599789109569393;1,9965854472664
"4";"5502";"Plinio Valerio";"PSDB";"AM";0,282308906316757;2,82308906316757;0,0135145139938558;-0,754636650263112
"5";"5942";"Marcos do Val";"PODEMOS";"ES";0,335607886314392;3,35607886314392;0,182921454989608;0,0403425677684162
"6";"5718";"Eliziane Gama";"CIDADANIA";"MA";-0,341798841953278;-3,41798841953278;-0,7161456336639;-4,17872689239952
"7";"5531";"Elmano Ferrer";"PODEMOS";"PI";0,956921339035034;9,56921339035034;1,22141057049668;4,91368046128935
"8";"5990";"Carlos Viana";"PSD";"MG";0,764320015907288;7,64320015907288;0,593303076634462;1,96614831546749
"9";"5899";"Vanderlan Cardoso";"PSD";"GO";0,722882211208344;7,22882211208344;0,616749190606972;2,07617434652729
"10";"5895";"Jorge Kajuru";"CIDADANIA";"GO";-0,556226372718811;-5,56226372718811;-0,896334406048549;-5,0243022184542
"11";"6027";"Mecias de Jesus";"REPUBLICANOS";"RR";0,348397701978683;3,48397701978683;0,0332240601122386;-0,662145283210206
"12";"5537";"Dario Berger";"MDB";"SC";0,0482500717043877;0,482500717043877;-0,321062942654455;-2,32471473144351
"13";"5967";"Angelo Coronel";"PSD";"BA";0,199542358517647;1,99542358517647;-0,16451777521857;-1,59009220616035
"14";"5924";"Oriovisto Guimaraes";"PODEMOS";"PR";0,734449446201324;7,34449446201324;0,243254572929712;0,323468953496793
"15";"677";"Roberto Rocha";"PSDB";"MA";0,6905597448349;6,905597448349;0,690257923868937;2,42113019629114
"16";"5982";"Alessandro Vieira";"CIDADANIA";"SE";-0,0950892120599747;-0,950892120599747;-0,417163467090043;-2,77568751519822
"17";"5979";"Leila Barros";"PSB";"DF";-0,6201331615448;-6,201331615448;-1,07348622543535;-5,85562597662603
"18";"5976";"Eduardo Girao";"PODEMOS";"CE";0,14465594291687;1,4465594291687;-0,245445150574056;-1,96986166070155
"19";"5973";"Cid Gomes";"PDT";"CE";-0,808344185352325;-8,08344185352325;-1,59768836551435;-8,31555946554314
"20";"5523";"Otto Alencar";"PSD";"BA";-0,470068156719208;-4,70068156719208;-0,849131124930661;-4,80279047111345
"21";"5959";"Styvenson Valentim";"PODEMOS";"RN";0,00369033077731729;0,0369033077731729;-0,353576234069882;-2,47729048089711
"22";"5953";"Fabiano Contarato";"REDE";"ES";-0,729143440723419;-7,29143440723419;-1,23711759737525;-6,62350207040114
"23";"5926";"Lucas Barreto";"PSD";"AP";0,0904933884739876;0,904933884739876;-0,232250816566526;-1,90794435512895
"24";"5783";"Zenaide Maia";"PROS";"RN";-0,914759397506714;-9,14759397506714;-1,610617755182;-8,37623346170408
"25";"5748";"Veneziano Vital do Rego";"PSB";"PB";-0,663031697273254;-6,63031697273254;-1,10666846739984;-6,01134092321801
"26";"5732";"Rodrigo Pacheco";"DEM";"MG";0,583943068981171;5,83943068981171;0,505537325681898;1,55428828392386
"27";"5985";"Nelsinho Trad";"PSD";"MS";0,296954691410065;2,96954691410065;0,0122733981077103;-0,760460858709679
"28";"5557";"Mailza Gomes";"PP";"AC";0,567230463027954;5,67230463027954;0,469803527692941;1,38659960118406
"29";"1173";"Wellington Fagundes";"PL";"MT";0,306558549404144;3,06558549404144;0,055587784537344;-0,557198602447057
"30";"5627";"Jean Paul Prates";"PT";"RN";-0,905451834201813;-9,05451834201813;-1,93627006473684;-9,90442833304975
"31";"5535";"Telmario Mota";"PROS";"RR";0,81463485956192;8,1463485956192;1,26777630524873;5,13126183865198
"32";"5533";"Lasier Martins";"PODEMOS";"RS";0,0381144694983959;0,381144694983959;-0,276127366819022;-2,11384468840115
"33";"5529";"Antonio Anastasia";"PSD";"MG";0,787419199943542;7,87419199943542;0,791786802385664;2,89757672189643
"34";"5527";"Simone Tebet";"MDB";"MS";0,522996485233307;5,22996485233307;0,351230293777954;0,830168700400781
"35";"5525";"Omar Aziz";"PSD";"AM";0,17501799762249;1,7501799762249;-0,0516194189266777;-1,06029191300575
"36";"5350";"Jorginho Mello";"PL";"SC";0,648906588554382;6,48906588554382;0,645585663930644;2,21149582083579
"37";"5236";"Reguffe";"PODEMOS";"DF";-0,742185354232788;-7,42185354232788;-0,983173130570083;-5,43181197519266
"38";"5666";"Major Olimpio";"PSL";"SP";0,490603059530258;4,90603059530258;0,342853964765695;0,790860939756504
"39";"5585";"Luiz do Carmo";"MDB";"GO";0,825533211231232;8,25533211231232;0,993731608965043;3,84524700905443
"40";"5540";"Fernando Bezerra Coelho";"MDB";"PE";1;10;1,91912161300106;8,18784252172115
"41";"3777";"Eduardo Gomes";"MDB";"TO";0,743756830692291;7,43756830692291;1,30572605046028;5,30934933964479
"42";"5385";"Iraja";"PSD";"TO";-0,17935074865818;-1,7935074865818;-0,669843664948945;-3,96144475114854
"43";"5411";"Weverton";"PDT";"MA";-0,681282043457031;-6,81282043457031;-1,164450822153;-6,28249729336249
"44";"4981";"Acir Gurgacz";"PDT";"RO";-0,273667752742767;-2,73667752742767;-0,690737641595385;-4,05949431817527
"45";"5352";"Rogerio Carvalho";"PT";"SE";-0,978506207466125;-9,78506207466125;-1,94905919376912;-9,96444412542303
"46";"4994";"Eduardo Braga";"MDB";"AM";0,379919826984406;3,79919826984406;0,0679153063995537;-0,4993490029402
"47";"5008";"Humberto Costa";"PT";"PE";-0,910967826843262;-9,10967826843262;-1,69315463430119;-8,76355586558707
"48";"4770";"Izalci Lucas";"PSDB";"DF";0,935873806476593;9,35873806476593;1,45228874954951;5,99712694326419
"49";"4560";"Sergio Petecao";"PSD";"AC";0,646913349628448;6,46913349628448;0,545253541844856;1,74066533720642
"50";"4545";"Jarbas Vasconcelos";"MDB";"PE";0,184321269392967;1,84321269392967;-0,0819066033099335;-1,20242116707204
"51";"3806";"Zequinha Marinho";"PSC";"PA";0,740224480628967;7,40224480628967;0,659754982234982;2,27798845401488
"52";"3396";"Tasso Jereissati";"PSDB";"CE";0,790519535541534;7,90519535541534;0,866741491263565;3,24931803545597
"53";"90";"Jose Serra";"PSDB";"SP";0,848123073577881;8,48123073577881;0,473861416247766;1,4056421330379
"54";"470";"Chico Rodrigues";"DEM";"RR";0,873988270759583;8,73988270759583;1,36735108141673;5,59853831049199
"55";"2331";"Rose de Freitas";"PODEMOS";"ES";-0,0585606656968594;-0,585606656968594;-0,397645949837227;-2,68409728570491
"56";"1249";"Katia Abreu";"PP";"TO";0,124639227986336;1,24639227986336;-0,368933102451058;-2,54935595321673
"57";"475";"Confucio Moura";"MDB";"RO";0,536654055118561;5,36654055118561;0,494337431267437;1,50173032348075
"58";"1186";"Luis Carlos Heinze";"PP";"RS";0,99182265996933;9,9182265996933;1,70790181204934;7,1966472896581
"59";"945";"Alvaro Dias";"PODEMOS";"PR";-0,306200176477432;-3,06200176477432;-0,532227672506907;-3,31565153029729
"60";"345";"Flavio Arns";"REDE";"PR";-0,436358451843262;-4,36358451843262;-0,77790893454523;-4,46856472518889
"61";"751";"Arolde de Oliveira";"PSD";"RJ";0,77026230096817;7,7026230096817;1,0916642939992;4,30481760817251
"62";"739";"Ciro Nogueira";"PP";"PI";0,841648280620575;8,41648280620575;1,08309119484806;4,26458646050397
"63";"374";"Paulo Rocha";"PT";"PA";-1;-10;-1,93162811845295;-9,88264498223061
"64";"285";"Marcio Bittar";"MDB";"AC";0,933330953121185;9,33330953121185;1,66632443110405;7,00153631251984
"65";"825";"Paulo Paim";"PT";"RS";-0,918547034263611;-9,18547034263611;-1,70597015182833;-8,82369549175887
"66";"5894";"Flavio Bolsonaro";"REPUBLICANOS";"RJ";0,983368694782257;9,83368694782257;2,12581588186734;9,15780070211845
"67";"70";"Renan Calheiros";"MDB";"AL";-0,624305844306946;-6,24305844306946;-1,12478148966767;-6,09634025201781
"68";"5905";"Rodrigo Cunha";"PSDB";"AL";0,0427581742405891;0,427581742405891;-0,216422119796282;-1,8336647246315
"69";"22";"Esperidiao Amin";"PP";"SC";0,110962331295013;1,10962331295013;-0,224657007178566;-1,87230873941192
"70";"581";"Jaques Wagner";"PT";"BA";-0,985490918159485;-9,85490918159485;-1,95663601063413;-10
"71";"5322";"Romario";"PODEMOS";"RJ";0,3273566365242;3,273566365242;0,264856188646497;0,424839272031608
"72";"3361";"Jose Maranhao";"MDB";"PB";0,323332250118256;3,23332250118256;0,116677264248756;-0,270522823252456
"73";"1023";"Maria do Carmo Alves";"DEM";"SE";0,606556236743927;6,06556236743927;0,609425176507641;2,04180480436263
"74";"5422";"Marcos Rogerio";"DEM";"RO";0,61241739988327;6,1241739988327;0,543853774989012;1,73409662429569
"75";"5998";"Daniella Ribeiro";"PP";"PB";0,626492559909821;6,26492559909821;0,619188612032181;2,08762186647932
"76";"5988";"Soraya Thronicke";"PSL";"MS";0,984219312667847;9,84219312667847;1,2962379800373;5,264824488649
"77";"4525";"Fernando Collor";"PROS";"AL";-0,599553644657135;-5,99553644657135;-1,10178646119108;-5,98843103856125
"78";"35";"Jader Barbalho";"MDB";"PA";0,215210124850273;2,15210124850273;0,0289541171791858;-0,682182926732986
"79";"5376";"Mara Gabrilli";"PSDB";"SP";-0,0381494946777821;-0,381494946777821;-0,368470151049525;-2,54718345224945
"80";"6295";"Carlos Favaro";"PSD";"MT";0,818477869033813;8,18477869033813;1,02467972578002;3,99047783348529
"81";"3830";"Davi Alcolumbre";"DEM";"AP";NA;NA;-0,205818491841245;-1,78390487529803
