id_entidade,id_entidade_parlametria,casa,nome,sexo,partido,uf,situacao,em_exercicio,is_parlamentar,governismo,assinadas,autorias_ponderadas
204407,1204407,camara,Fernanda Melchionna,F,PSOL,RS,Titular,1,1,-6.945186197235214,9,2.736111111111111
204427,1204427,camara,Fernando Rodolfo,M,PL,PE,Titular,1,1,3.652887983024801,0,0
204411,1204411,camara,Filipe Barros,M,PSL,PR,Titular,1,1,7.312454670215651,0,0
204354,1204354,camara,Flávia Arruda,F,PL,DF,Titular,1,1,4.414310099973839,0,0
204447,1204447,camara,Flordelis,F,PSD,RJ,Titular,1,1,4.9251466886848565,0,0
204392,1204392,camara,Francisco Jr.,M,PSD,GO,Titular,1,1,4.946942929100345,0,0
204510,1204510,camara,Franco Cartafina,M,PP,MG,Titular,1,1,4.002846702850334,0,0
204494,1204494,camara,Fred Costa,M,PATRIOTA,MG,Titular,1,1,3.729660848433358,0,0
204393,1204393,camara,Frei Anastacio Ribeiro,M,PT,PB,Titular,1,1,-4.390957955735883,7,0.35980136702753335
115746,1115746,camara,Gelson Azevedo,M,PL,RJ,Titular,1,1,6.30519633589196,0,0
204473,1204473,camara,General Girão,M,PSL,RN,Titular,1,1,8.023710324434557,0,0
204484,1204484,camara,General Peternelli,M,PSL,SP,Titular,1,1,6.037378263892808,0,0
204527,1204527,camara,Geninho Zuliani,M,DEM,SP,Titular,1,1,4.621587200189051,0,0
204394,1204394,camara,Gervásio Maia,M,PSB,PB,Titular,1,1,-1.9957429463000942,2,0.10263157894736842
204575,1204575,camara,Gil Cutrim,M,PDT,MA,Titular,1,1,3.02981591506693,0,0
204491,1204491,camara,Gilberto Abramo,M,REPUBLICANOS,MG,Titular,1,1,4.960826156086483,0,0
204570,1204570,camara,Gildenemyr,M,PL,MA,Titular,1,1,5.6370803627192085,0,0
204365,1204365,camara,Gilson Marques,M,NOVO,SC,Titular,1,1,5.8751882276919805,0,0
204419,1204419,camara,Glaustin Fokus,M,PSC,GO,Titular,1,1,3.7697111970239323,0,0
107283,1107283,camara,Gleisi Hoffmann,F,PT,PR,Titular,1,1,-5.168858004188168,3,0.07899507899507899
198197,1198197,camara,Greyce Elias,F,AVANTE,MG,Titular,1,1,4.363861072097388,1,1
204513,1204513,camara,Guiga Peixoto,M,PSL,SP,Titular,1,1,6.740929368997968,0,0
204531,1204531,camara,Guilherme Derrite,M,PP,SP,Titular,1,1,6.432020548847461,0,0
204442,1204442,camara,Gurgel,M,PSL,RJ,Titular,1,1,5.546111040391658,0,0
204408,1204408,camara,Gustinho Ribeiro,M,SOLIDARIEDADE,SE,Titular,1,1,4.056213719673936,0,0
204456,1204456,camara,Gutemberg Reis,M,MDB,RJ,Titular,1,1,5.077385074662109,0,0
204465,1204465,camara,Haroldo Cathedral,M,PSD,RR,Titular,1,1,4.5348498337441345,0,0
204548,1204548,camara,Heitor Freire,M,PSL,CE,Titular,1,1,5.268476558142037,0,0
204373,1204373,camara,Hélio Costa,M,REPUBLICANOS,SC,Titular,1,1,3.3435204002606493,0,0
204444,1204444,camara,Helio Lopes,M,PSL,RJ,Titular,1,1,8.895054507011679,0,0
204539,1204539,camara,Hercílio Coelho Diniz,M,MDB,MG,Titular,1,1,4.170716846728201,0,0
204533,1204533,camara,Idilvan Alencar,M,PDT,CE,Titular,1,1,-1.3686807371249685,0,0
204564,1204564,camara,Igor Kannário,M,DEM,BA,Titular,1,1,2.899262234420677,0,0
204508,1204508,camara,Igor Timo,M,PODE,MG,Titular,1,1,3.35004562483968,0,0
204436,1204436,camara,Isnaldo Bulhões Jr.,M,MDB,AL,Titular,1,1,5.438166191496489,0,0
108338,1108338,camara,Jaqueline Cassol,F,PP,RO,Titular,1,1,4.948046665213832,0,0
204435,1204435,camara,Jesus Sérgio,M,PDT,AC,Titular,1,1,0.4246878647449126,0,0
204429,1204429,camara,João H. Campos,M,PSB,PE,Titular,1,1,-1.8925427111262003,4,0.1598416102953308
204576,1204576,camara,João Roma,M,REPUBLICANOS,BA,Titular,1,1,5.387075479484265,0,0
204468,1204468,camara,Joenia Wapichana,F,REDE,RR,Titular,1,1,-1.5636470208392428,3,2.0344827586206895
204546,1204546,camara,Joice Hasselmann,F,PSL,SP,Titular,1,1,4.3803817426937,0,0
205550,1205550,camara,Jorge Braz,M,REPUBLICANOS,RJ,Efetivado,1,1,4.766086312993526,0,0
204386,1204386,camara,Jose Mario Schreiner,M,DEM,GO,Titular,1,1,4.45162637211283,0,0
204472,1204472,camara,José Medeiros,M,PODE,MT,Titular,1,1,6.702244811224038,1,1
204391,1204391,camara,José Nelto,M,PODE,GO,Titular,1,1,3.0822943560457823,0,0
204555,1204555,camara,José Ricardo,M,PT,AM,Titular,1,1,-5.055618652625956,4,2.019230769230769
209189,1209189,camara,Joseildo Ramos,M,PT,BA,Suplente,1,1,-5.523206699725306,2,0.04195804195804196
204563,1204563,camara,Josimar Maranhãozinho,M,PL,MA,Titular,1,1,5.9770450069255165,0,0
204474,1204474,camara,Juarez Costa,M,MDB,MT,Titular,1,1,4.6419522367448,0,0
204420,1204420,camara,Julian Lemos,M,PSL,PB,Titular,1,1,5.471308272895072,0,0
204372,1204372,camara,Julio Cesar Ribeiro,M,REPUBLICANOS,DF,Titular,1,1,4.898568123382541,0,0
204457,1204457,camara,Juninho Do Pneu,M,DEM,RJ,Titular,1,1,4.494224388470805,0,0
204520,1204520,camara,Junio Amaral,M,PSL,MG,Titular,1,1,7.2499424526231095,0,0
204502,1204502,camara,Júnior Bozzella,M,PSL,SP,Titular,1,1,4.627935066499841,0,0
204497,1204497,camara,Júnior Ferrari,M,PSD,PA,Titular,1,1,4.577260213851499,0,0
204550,1204550,camara,Júnior Mano,M,PL,CE,Titular,1,1,5.596122386990057,0,0
204536,1204536,camara,Kim Kataguiri,M,DEM,SP,Titular,1,1,5.436594803857284,0,0
98057,198057,camara,Lafayette De Andrada,M,REPUBLICANOS,MG,Titular,1,1,5.014582763650271,0,0
204375,1204375,camara,Leda Sadala,F,AVANTE,AP,Titular,1,1,4.328707820026326,0,0
204359,1204359,camara,Léo Moraes,M,PODE,RO,Titular,1,1,3.3161031397567324,0,0
204547,1204547,camara,Léo Motta,M,PSL,MG,Titular,1,1,5.524114562202847,0,0
92102,192102,camara,Leur Lomanto Júnior,M,DEM,BA,Titular,1,1,5.178354098397362,0,0
204405,1204405,camara,Liziane Bayer,F,PSB,RS,Titular,1,1,1.0230012888766673,0,0
204382,1204382,camara,Loester Trutis,M,PSL,MS,Titular,1,1,4.511211598684291,0,0
204523,1204523,camara,Lucas Gonzalez,M,NOVO,MG,Titular,1,1,5.960543210579019,0,0
204404,1204404,camara,Lucas Redecker,M,PSDB,RS,Titular,1,1,3.9698497600645766,0,0
204381,1204381,camara,Luis Miranda,M,DEM,DF,Titular,1,1,4.362144511981816,0,0
204410,1204410,camara,Luisa Canziani,F,PTB,PR,Titular,1,1,4.412489371592001,0,0
204448,1204448,camara,Luiz Antônio Corrêa,M,PL,RJ,Titular,1,1,4.5327030118604394,0,0
204485,1204485,camara,Luiz Carlos Motta,M,PL,SP,Titular,1,1,3.615056443854778,0,0
204455,1204455,camara,Luiz Lima,M,PSL,RJ,Titular,1,1,8.136565921304623,0,0
204526,1204526,camara,Luiz Philippe De Orleans e Bragança,M,PSL,SP,Titular,1,1,7.998924918300759,0,0
204418,1204418,camara,Luizão Goulart,M,REPUBLICANOS,PR,Titular,1,1,4.204575435193371,0,0
204458,1204458,camara,Major Fabiana,F,PSL,RJ,Titular,1,1,9.13763902983338,0,0
204469,1204469,camara,Manuel Marcos,M,REPUBLICANOS,AC,Titular,1,1,5.432000915754312,0,0
204471,1204471,camara,Mara Rocha,F,PSDB,AC,Titular,1,1,2.7854832260037448,0,0
212749,1212749,camara,Marcão Gomes,M,PL,RJ,Suplente,1,1,6.649725066588651,0,0
156190,1156190,camara,Marcel Van Hattem,M,NOVO,RS,Titular,1,1,5.939947708976623,0,0
205863,1205863,camara,Marcelo Brum,M,PSL,RS,Suplente,1,1,6.785531193147023,0,0
204433,1204433,camara,Marcelo Calero,M,CIDADANIA,RJ,Titular,1,1,1.7954096585996009,0,0
76874,176874,camara,Marcelo Freixo,M,PSOL,RJ,Titular,1,1,-6.618833899367319,9,0.7933211424590735
133810,1133810,camara,Marcelo Moraes,M,PTB,RS,Titular,1,1,3.4079096785049856,0,0
204558,1204558,camara,Marcelo Nilo,M,PSB,BA,Titular,1,1,-1.892598417708033,2,0.10263157894736842
204556,1204556,camara,Marcelo Ramos,M,PL,AM,Titular,1,1,6.592294124359178,0,0
81055,181055,camara,Márcio Jerry,M,PCdoB,MA,Titular,1,1,-1.9985841819462173,0,0
204452,1204452,camara,Márcio Labre,M,PSL,RJ,Titular,1,1,8.44922725652484,0,0
204522,1204522,camara,Marco Bertaiolli,M,PSD,SP,Titular,1,1,4.306620816103273,0,0
204431,1204431,camara,Marcos Aurélio Sampaio,M,MDB,PI,Titular,1,1,5.468373568003976,0,0
204506,1204506,camara,Marcos Pereira,M,REPUBLICANOS,SP,Titular,1,1,5.235925594967563,0,0
204430,1204430,camara,Margarete Coelho,F,PP,PI,Titular,1,1,3.8916456110438897,0,0
204540,1204540,camara,Maria Rosas,F,REPUBLICANOS,SP,Titular,1,1,4.968087182686142,0,0
204428,1204428,camara,Marília Arraes,F,PT,PE,Titular,1,1,-6.303605208878318,2,0.04195804195804196
204432,1204432,camara,Marina Santos,F,SOLIDARIEDADE,PI,Titular,1,1,3.9514131421491463,0,0
204403,1204403,camara,Marlon Santos,M,PDT,RS,Titular,1,1,2.383659207016521,0,0
204566,1204566,camara,Marreca Filho,M,PATRIOTA,MA,Titular,1,1,4.189078414746314,0,0
204486,1204486,camara,Mauro Benevides Filho,M,PDT,CE,Titular,1,1,-0.6562858041808166,0,0
204453,1204453,camara,Natália Bonavides,F,PT,RN,Titular,1,1,-9.060937563996095,2,0.04195804195804196
204449,1204449,camara,Nelson Barbudo,M,PSL,MT,Titular,1,1,8.333393683068692,0,0
204415,1204415,camara,Nereu Crispim,M,PSL,RS,Titular,1,1,5.050990058390266,1,1
204384,1204384,camara,Ney Leprevost,M,PSD,PR,Titular,1,1,3.267937109070605,0,0
204479,1204479,camara,Nicoletti,M,PSL,RR,Titular,1,1,5.555835744136754,0,0
204498,1204498,camara,Olival Marques,M,DEM,PA,Titular,1,1,4.499785107081792,0,0
204363,1204363,camara,Osires Damaso,M,PSC,TO,Titular,1,1,3.8527690546889986,0,0
204422,1204422,camara,Ossesio Silva,M,REPUBLICANOS,PE,Titular,1,1,4.879480472295363,0,0
204441,1204441,camara,Otoni De Paula,M,PSC,RJ,Titular,1,1,5.041549213199705,0,0
204475,1204475,camara,Ottaci Nascimento,M,SOLIDARIEDADE,RR,Titular,1,1,4.006915013149561,0,0
204573,1204573,camara,Otto Alencar Filho,M,PSD,BA,Titular,1,1,2.3142807007366013,0,0
204553,1204553,camara,Pastor Sargento Isidório,M,AVANTE,BA,Titular,1,1,0.02919433535244309,0,0
204377,1204377,camara,Paula Belmonte,F,CIDADANIA,DF,Titular,1,1,3.548489913215864,0,0
204538,1204538,camara,Paulo Bengtson,M,PTB,PA,Titular,1,1,4.434598430074143,1,1
204461,1204461,camara,Paulo Ganime,M,NOVO,RJ,Titular,1,1,6.07094347383622,0,0
204492,1204492,camara,Paulo Guedes,M,PT,MG,Titular,1,1,-6.872659882451252,2,0.04195804195804196
133968,1133968,camara,Paulo Ramos,M,PDT,RJ,Titular,1,1,-1.4070169637001442,0,0
90201,190201,camara,Pedro Augusto Bezerra,M,PTB,CE,Titular,1,1,3.1724801290121523,0,0
122974,1122974,camara,Pedro Lucas Fernandes,M,PTB,MA,Titular,1,1,4.964982654937167,0,0
204395,1204395,camara,Pedro Lupion,M,DEM,PR,Titular,1,1,6.526836350298357,0,0
204406,1204406,camara,Pedro Westphalen,M,PP,RS,Titular,1,1,5.873489239298586,0,0
204524,1204524,camara,Pinheirinho,M,PP,MG,Titular,1,1,7.205329176164309,0,0
204529,1204529,camara,Policial Katia Sastre,F,PL,SP,Titular,1,1,5.949972196910254,0,0
204390,1204390,camara,Professor Alcides,M,PP,GO,Titular,1,1,5.8605317088779465,0,0
204383,1204383,camara,Professor Israel Batista,M,PV,DF,Titular,1,1,-0.4877330730596583,7,2.367816091954023
204446,1204446,camara,Professor Joziel,M,PSL,RJ,Titular,1,1,6.036474895115518,0,0
204565,1204565,camara,Professora Dayane Pimentel,F,PSL,BA,Titular,1,1,4.990991659158384,0,0
204467,1204467,camara,Professora Rosa Neide,F,PT,MT,Titular,1,1,-5.281433300931113,6,0.5896683138062448
204567,1204567,camara,Raimundo Costa,M,PL,BA,Titular,1,1,5.182029256797902,1,1
204362,1204362,camara,Ricardo Guidi,M,PSD,SC,Titular,1,1,5.773220882572927,0,0
213274,1213274,camara,Ricardo Silva,M,PSB,SP,Efetivado,1,1,-0.5171272276942425,0,0
204489,1204489,camara,Robério Monteiro,M,PDT,CE,Titular,1,1,-0.4059649988273346,0,0
204530,1204530,camara,Rodrigo Agostinho,M,PSB,SP,Titular,1,1,-0.6602588199704122,7,4.137114337568058
204366,1204366,camara,Rodrigo Coelho,M,PSB,SC,Titular,1,1,3.621331847894746,0,0
204480,1204480,camara,Rogério Correia,M,PT,MG,Titular,1,1,-8.551519378973175,5,0.30448527507351036
204525,1204525,camara,Rosana Valle,F,PSB,SP,Titular,1,1,0.45672943132933597,0,0
204357,1204357,camara,Rose Modesto,F,PSDB,MS,Titular,1,1,3.040003310803286,0,0
204535,1204535,camara,Sâmia Bomfim,F,PSOL,SP,Titular,1,1,-5.2750668607101865,7,0.6455938697318008
204416,1204416,camara,Sanderson,M,PSL,RS,Titular,1,1,6.553359452423646,0,0
90842,190842,camara,Santini,M,PTB,RS,Suplente,1,1,4.063527339404079,0,0
204387,1204387,camara,Sargento Fahur,M,PSD,PR,Titular,1,1,5.007071398762044,0,0
204399,1204399,camara,Schiavinato,M,PP,PR,Titular,1,1,5.844008814666319,0,0
204438,1204438,camara,Sergio Toledo,M,PL,AL,Titular,1,1,6.20552073714947,0,0
204437,1204437,camara,Severino Pessoa,M,REPUBLICANOS,AL,Titular,1,1,4.311549933285102,0,0
204557,1204557,camara,Sidney Leite,M,PSD,AM,Titular,1,1,3.656551406040137,0,0
204360,1204360,camara,Silvia Cristina,F,PDT,RO,Titular,1,1,0.389882290490986,0,0
204425,1204425,camara,Silvio Costa Filho,M,REPUBLICANOS,PE,Titular,1,1,4.514692014984696,0,0
204534,1204534,camara,Tabata Amaral,F,PDT,SP,Titular,1,1,0.13268069538656846,2,2
204464,1204464,camara,Talíria Petrone,F,PSOL,RJ,Titular,1,1,-9.280882638012695,6,0.625
206231,1206231,camara,Ted Conti,M,PSB,ES,Suplente,1,1,-0.4849080046225964,3,0.13711433756805808
204466,1204466,camara,Tereza Nelma,F,PSDB,AL,Titular,1,1,2.404243625052157,0,0
143084,1143084,camara,Tiago Dimas,M,SOLIDARIEDADE,TO,Titular,1,1,3.1293816659413807,0,0
204519,1204519,camara,Tiago Mitraud,M,NOVO,MG,Titular,1,1,6.107236485161341,0,0
157130,1157130,camara,Túlio Gadêlha,M,PDT,PE,Titular,1,1,-1.7347428588596117,4,0.2765082769619975
204385,1204385,camara,Valdevan Noventa,M,PL,SE,Titular,1,1,1.6798867365626649,0,0
204505,1204505,camara,Vavá Martins,M,REPUBLICANOS,PA,Titular,1,1,4.0666249727239006,0,0
204396,1204396,camara,Vermelho,M,PSD,PR,Titular,1,1,5.5567938483126795,0,0
204483,1204483,camara,Vilson Da Fetaemg,M,PSB,MG,Titular,1,1,-1.9297076206999346,4,1.1371143375680581
204478,1204478,camara,Vinicius Farah,M,MDB,RJ,Titular,1,1,4.2875246501081286,0,0
204532,1204532,camara,Vinicius Poit,M,NOVO,SP,Titular,1,1,5.832687776833168,0,0
179587,1179587,camara,Vitor Hugo,M,PSL,GO,Titular,1,1,9.027987112906473,0,0
204463,1204463,camara,Wladimir Garotinho,M,PSD,RJ,Titular,1,1,3.2044771653133974,0,0
204559,1204559,camara,Zé Neto,M,PT,BA,Titular,1,1,-3.4211275805541757,1,0.019230769230769232
204517,1204517,camara,Zé Vitor,M,PL,MG,Titular,1,1,4.418477544709386,0,0
5982,25982,senado,Alessandro Vieira,M,CIDADANIA,SE,Titular,1,1,-2.458098299349242,0,0
5967,25967,senado,Angelo Coronel,M,PSD,BA,Titular,1,1,-1.2203828355833366,0,0
751,2751,senado,Arolde de Oliveira,M,PSD,RJ,Titular,1,1,4.933674100274693,0,0
6295,26295,senado,Carlos Fávaro,M,PSD,MT,Titular,1,1,4.605515581898931,0,0
5990,25990,senado,Carlos Viana,M,PSD,MG,Titular,1,1,2.4921941735663644,0,0
470,2470,senado,Chico Rodrigues,M,DEM,RR,Titular,1,1,6.28426827591656,0,0
5973,25973,senado,Cid Gomes,M,PDT,CE,Titular,1,1,-8.241509491984045,0,0
475,2475,senado,Confúcio Moura,M,MDB,RO,Titular,1,1,2.0073598241460964,0,0
5998,25998,senado,Daniella Ribeiro,F,PP,PB,Titular,1,1,2.61900784377894,0,0
5976,25976,senado,Eduardo Girão,M,PODEMOS,CE,Titular,1,1,-1.6168473989705063,0,0
3777,23777,senado,Eduardo Gomes,M,MDB,TO,Titular,1,1,5.982366220097401,0,0
5718,25718,senado,Eliziane Gama,F,CIDADANIA,MA,Titular,1,1,-3.9228169265204222,0,0
22,222,senado,Esperidião Amin,M,PP,SC,Titular,1,1,-1.5150059373054052,0,0
5953,25953,senado,Fabiano Contarato,M,REDE,ES,Titular,1,1,-6.475067277189618,1,0.5
5894,25894,senado,Flávio Bolsonaro,M,REPUBLICANOS,RJ,Titular,1,1,10,0,0
5385,25385,senado,Irajá,M,PSD,TO,Titular,1,1,-3.695982808523828,0,0
4770,24770,senado,Izalci Lucas,M,PSDB,DF,Titular,1,1,6.70037933059324,0,0
581,2581,senado,Jaques Wagner,M,PT,BA,Titular,1,1,-10,0,0
5895,25895,senado,Jorge Kajuru,M,CIDADANIA,GO,Titular,1,1,-4.805564731659851,0,0
5350,25350,senado,Jorginho Mello,M,PL,SC,Titular,1,1,2.7483274418711936,0,0
5979,25979,senado,Leila Barros,F,PSB,DF,Titular,1,1,-5.673434453344452,0,0
5926,25926,senado,Lucas Barreto,M,PSD,AP,Titular,1,1,-1.5522081363167786,0,0
1186,21186,senado,Luis Carlos Heinze,M,PP,RS,Titular,1,1,7.952631992623786,0,0
5666,25666,senado,Major Olimpio,M,PSL,SP,Titular,1,1,1.2652397919175087,0,0
5376,25376,senado,Mara Gabrilli,F,PSDB,SP,Titular,1,1,-2.219548930868225,1,0.5
742,2742,senado,Marcelo Castro,M,MDB,PI,Titular,1,1,1.8458825170972677,0,0
285,2285,senado,Marcio Bittar,M,MDB,AC,Titular,1,1,7.74894370901335,0,0
5422,25422,senado,Marcos Rogério,M,DEM,RO,Titular,1,1,2.249941218981512,0,0
5942,25942,senado,Marcos do Val,M,PODEMOS,ES,Titular,1,1,0.48172775558539094,0,0
6027,26027,senado,Mecias de Jesus,M,REPUBLICANOS,RR,Titular,1,1,-0.251642281927257,0,0
5985,25985,senado,Nelsinho Trad,M,PSD,MS,Titular,1,1,-0.35427992497216465,0,0
5924,25924,senado,Oriovisto Guimarães,M,PODEMOS,PR,Titular,1,1,0.7773007079619845,0,0
5502,25502,senado,Plínio Valério,M,PSDB,AM,Titular,1,1,-0.3481996775187888,0,0
5905,25905,senado,Rodrigo Cunha,M,PSDB,AL,Titular,1,1,-1.474663086493571,0,0
5732,25732,senado,Rodrigo Pacheco,M,DEM,MG,Titular,1,1,2.0622282939254095,0,0
5352,25352,senado,Rogério Carvalho,M,PT,SE,Titular,1,1,-9.96288104764234,0,0
5988,25988,senado,Soraya Thronicke,F,PSL,MS,Titular,1,1,5.935884004640524,0,0
5959,25959,senado,Styvenson Valentim,M,PODEMOS,RN,Titular,1,1,-2.1465833828503786,0,0
5899,25899,senado,Vanderlan Cardoso,M,PSD,GO,Titular,1,1,2.607057077477492,0,0
5748,25748,senado,Veneziano Vital do Rêgo,M,PSB,PB,Titular,1,1,-5.835994810885654,0,0
5411,25411,senado,Weverton,M,PDT,MA,Titular,1,1,-6.1190715318106115,0,0
5783,25783,senado,Zenaide Maia,F,PROS,RN,Titular,1,1,-8.30485078789202,0,0
3806,23806,senado,Zequinha Marinho,M,PSC,PA,Titular,1,1,2.817743168877625,0,0
